entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda,vsv_beta,is_verbose
18463,YzwoqJY03yHE,No,No,adversarial,True,0.05,0.2,False
27431,YI_8KqxP5xOA,No,No,popular,True,0.05,0.2,False
4345,YZYWCwfCkBp4,Yes,No,popular,True,0.05,0.2,False
4726,YQHfyKaOHSz4,No,No,popular,True,0.05,0.2,False
12532,YCYUlLTKoa1Y,No,No,popular,True,0.05,0.2,False
19050,YsbW7XwwUtSU,No,No,random,True,0.05,0.2,False
23025,YOVQMFBeCHq0,No,Yes,random,True,0.05,0.2,False
5381,YqF72bT878gw,Yes,Yes,popular,True,0.05,0.2,False
21880,YYH4qi8Ul6v0,Yes,Yes,adversarial,True,0.05,0.2,False
24871,Y7JWHbs3gu1w,No,Yes,random,True,0.05,0.2,False
10227,Y7-HCqJFwHoI,Yes,No,popular,True,0.05,0.2,False
13876,YK2kIOBeCfuo,Yes,Yes,random,True,0.05,0.2,False
19239,YW7OJevEgq7w,No,No,random,True,0.05,0.2,False
2085,Ydxow2DcTrwk,No,Yes,random,True,0.05,0.2,False
6722,Yjid4t-FzUn0,No,Yes,popular,True,0.05,0.2,True
10415,YjXkLS_QzUrI,No,No,random,True,0.05,0.2,False
4397,YTQr9v-PQOc4,Yes,Yes,adversarial,True,0.05,0.2,False
1856,YYEYeQ0lIkBQ,Yes,Yes,popular,True,0.05,0.2,False
14120,YNi3dIj90Oa4,No,Yes,popular,True,0.05,0.2,False
15967,YECw5Yf7QoMo,No,No,adversarial,True,0.05,0.2,False
9041,YLWng-4PDzPM,No,Yes,adversarial,True,0.05,0.2,False
5847,YTdl9SmBbRnA,Yes,Yes,adversarial,True,0.05,0.2,False
2464,YtfOIhQpYYe8,Yes,Yes,popular,True,0.05,0.2,False
26351,Yorgwzt45ojE,Yes,Yes,random,True,0.05,0.2,False
19606,YPZBUdlKwX04,No,No,random,True,0.05,0.2,False
6249,YrUq4w4EUSWA,No,Yes,adversarial,True,0.05,0.2,False
22748,YR_g4RpU9mO0,No,No,random,True,0.05,0.2,False
599,Y14ekd4nkpwc,Yes,Yes,random,True,0.05,0.2,False
10861,YOr7umk40TZA,No,Yes,adversarial,True,0.05,0.2,False
21197,YHqndxoujCYI,No,Yes,random,True,0.05,0.2,False
28130,YJHhEjsAkZoc,No,No,random,True,0.05,0.2,False
10160,YfK4QBQZ6i7w,Yes,No,popular,True,0.05,0.2,False
4795,Y52IxrdTxGs4,No,Yes,random,True,0.05,0.2,False
12697,YFL8KTgMGrN4,Yes,Yes,popular,True,0.05,0.2,False
3518,YlfO471Rn61k,Yes,No,adversarial,True,0.05,0.2,False
20583,YKJKHDKKW3XU,Yes,Yes,adversarial,True,0.05,0.2,False
26719,YtdpiXW68adA,No,Yes,adversarial,True,0.05,0.2,False
5281,Y1GgEpRZDWN0,No,Yes,adversarial,True,0.05,0.2,False
19896,Y3XcIVh40pTI,No,No,adversarial,True,0.05,0.2,False
10274,YAagLJkfrFMk,Yes,No,popular,True,0.05,0.2,False
28328,Y6ukYSXzfEgQ,Yes,No,adversarial,True,0.05,0.2,False
0,Y7fmOlUlwoNg,Yes,No,adversarial,True,0.05,0.2,False
24724,Y4eyY1w2QyM0,Yes,Yes,random,True,0.05,0.2,False
24185,YjYPU6aSDo88,Yes,Yes,adversarial,True,0.05,0.2,False
9215,YE3Q1jfTeuWs,No,No,random,True,0.05,0.2,False
25842,Yr2KhpX_QgXA,No,No,popular,True,0.05,0.2,False
18531,YatmDP_fmK_8,No,Yes,adversarial,True,0.05,0.2,False
11998,YCchRf2jq6fc,No,Yes,random,True,0.05,0.2,False
5292,YzIgGMlZENTs,Yes,Yes,popular,True,0.05,0.2,False
16853,YNwoBDrTlbTI,No,No,random,True,0.05,0.2,False
2324,YJnSwRonB9wI,Yes,Yes,random,True,0.05,0.2,False
8423,YhuMLK0oA3L8,No,No,popular,True,0.05,0.2,False
26870,Ys_EWjoiVfzo,Yes,Yes,random,True,0.05,0.2,False
6484,Y_YS5uKWoB6g,Yes,Yes,popular,True,0.05,0.2,False
7161,Ya_Rjlu50TfA,Yes,No,adversarial,True,0.05,0.2,False
23259,YKJhGuhNHToA,No,No,popular,True,0.05,0.2,False
27196,Yy_OyLW9lBXU,No,No,popular,True,0.05,0.2,False
12546,Y6cyKp3EDm-0,Yes,Yes,random,True,0.05,0.2,False
25290,Y_9mgOkzm-xg,No,No,adversarial,True,0.05,0.2,False
2890,YE6FH_xp3I54,Yes,Yes,random,True,0.05,0.2,False
16071,Yoklu5ZJD_2U,No,No,popular,True,0.05,0.2,False
22252,Y0Dt-pH0pW-Y,Yes,No,random,True,0.05,0.2,False
8338,YhuMLK0oA3L8,No,Yes,adversarial,True,0.05,0.2,False
26540,YHdPSebdDxe4,No,No,adversarial,True,0.05,0.2,False
22963,Y7MLERaOgK_Y,No,No,random,True,0.05,0.2,False
20990,Y9zstu_IfAm4,Yes,No,adversarial,True,0.05,0.2,False
6710,Y6eX6bJOFftA,Yes,Yes,random,True,0.05,0.2,False
21468,Y-R69Fa-mCaY,Yes,Yes,popular,True,0.05,0.2,False
21173,Y0qbHT34qTZE,No,Yes,adversarial,True,0.05,0.2,False
16864,Yq3SEOW2m4WY,Yes,Yes,random,True,0.05,0.2,False
1463,Y0jGH7A_hpBM,Yes,Yes,adversarial,True,0.05,0.2,False
24663,YBDpU2Qh77NE,Yes,Yes,random,True,0.05,0.2,False
27577,YXQxIXaX_7M0,Yes,No,adversarial,True,0.05,0.2,False
1422,Yup2PpjTzyyc,Yes,Yes,popular,True,0.05,0.2,False
6413,Y_YS5uKWoB6g,Yes,No,adversarial,True,0.05,0.2,False
13851,YkVYNXZd0MMY,No,Yes,random,True,0.05,0.2,False
16508,YbA5zPFSFZAA,Yes,Yes,random,True,0.05,0.2,False
30957,Y2ABngPM3raQ,Yes,Yes,popular,True,0.05,0.2,False
2157,YPb6MqpdX5Jw,No,No,popular,True,0.05,0.2,False
10346,Ygr5Zss89yLQ,Yes,Yes,adversarial,True,0.05,0.2,False
29100,Yo3mZR8OvPko,No,No,random,True,0.05,0.2,False
18740,Y-AheI8Epim4,No,No,adversarial,True,0.05,0.2,False
18368,YZ3wDry8nnJs,Yes,Yes,random,True,0.05,0.2,False
26882,YtB8TiiXwKmA,Yes,No,popular,True,0.05,0.2,False
10533,Y6ZFU4PqXmoI,No,No,popular,True,0.05,0.2,False
25051,YObWjGBJF_94,Yes,Yes,random,True,0.05,0.2,False
11840,Y473wBEwC35M,No,Yes,adversarial,True,0.05,0.2,False
24886,Yk1QxQ4jJaEQ,Yes,No,popular,True,0.05,0.2,False
13452,YAWGnTI0e2Fs,Yes,No,popular,True,0.05,0.2,False
28916,Yii3Geza3hAU,Yes,Yes,random,True,0.05,0.2,False
26195,Y3qTL7QRk-tg,No,Yes,random,True,0.05,0.2,False
28342,Y5K1mISHwggI,Yes,Yes,random,True,0.05,0.2,False
10842,Ydkiwn2FdDVw,No,Yes,popular,True,0.05,0.2,False
8532,Y4xrL4TSgHwU,Yes,No,adversarial,True,0.05,0.2,False
25603,Yr2KhpX_QgXA,No,Yes,adversarial,True,0.05,0.2,False
25862,Ygbi6MxPf3hA,Yes,Yes,random,True,0.05,0.2,False
16335,YwBs02amFGXs,Yes,Yes,random,True,0.05,0.2,False
19096,Y7XUt6sQS7nM,No,No,adversarial,True,0.05,0.2,False
24041,Yram-QPKSQYc,No,No,random,True,0.05,0.2,False
26101,Y8ZH_PoK0clI,Yes,No,random,True,0.05,0.2,False
8719,Yf2fSxfvmkZQ,No,Yes,adversarial,True,0.05,0.2,False
9147,Y-nQHwrRLfc0,Yes,Yes,adversarial,True,0.05,0.2,False
27717,Y4CAMv5nlr-0,No,Yes,random,True,0.05,0.2,False
13084,YbAqgL5dCQOE,No,No,popular,True,0.05,0.2,False
14752,Y0ury8KHQdL4,No,Yes,random,True,0.05,0.2,False
25477,YR91bUbtKrRs,Yes,Yes,random,True,0.05,0.2,False
1817,Y_ezm-TpKj1w,Yes,No,popular,True,0.05,0.2,False
8704,YIvg_q4t-3w0,Yes,Yes,popular,True,0.05,0.2,False
926,YK_Vre_-4KqU,No,No,adversarial,True,0.05,0.2,False
30474,YkLYCjD6vWI4,Yes,No,popular,True,0.05,0.2,False
19001,YnLZeG9LaLgw,Yes,No,adversarial,True,0.05,0.2,False
27786,YBUAPM4D3-h8,Yes,Yes,popular,True,0.05,0.2,False
20254,YWUyeFOyKIg0,Yes,Yes,random,True,0.05,0.2,False
5336,YRp4Ct_TQvAM,Yes,Yes,random,True,0.05,0.2,False
16867,Y_oKXrY5Ff0g,Yes,No,popular,True,0.05,0.2,False
29708,Yc3nlaAkv9bA,No,Yes,popular,True,0.05,0.2,False
24585,YWUpeplQr3A4,No,Yes,random,True,0.05,0.2,False
27350,YG0IsabU5hn4,Yes,No,popular,True,0.05,0.2,False
4871,YVE6Ku0-ucUM,No,Yes,adversarial,True,0.05,0.2,False
14320,YVOXl8iR-HnI,Yes,Yes,random,True,0.05,0.2,False
12897,YhV4bDCBDCy0,No,Yes,adversarial,True,0.05,0.2,False
20804,YhiJB_95IWiE,No,Yes,random,True,0.05,0.2,False
11331,YWHRnyGXcdy8,Yes,Yes,random,True,0.05,0.2,False
24345,YBn4lc01q9vE,No,Yes,adversarial,True,0.05,0.2,False
28911,YDAN1t9ukkg0,Yes,Yes,adversarial,True,0.05,0.2,False
20531,Y-R69Fa-mCaY,Yes,Yes,random,True,0.05,0.2,False
959,YArHiac57pVk,Yes,Yes,random,True,0.05,0.2,False
25225,YDrCm-HpX67k,No,Yes,random,True,0.05,0.2,False
9777,YxIztYnMIWUA,No,No,popular,True,0.05,0.2,False
21223,YsI7_ycEYzAY,No,Yes,random,True,0.05,0.2,False
17314,Y2JV3emH50XU,No,No,adversarial,True,0.05,0.2,False
10590,Y0fMXnvD38zI,No,Yes,popular,True,0.05,0.2,False
21612,YT9_ep-3BZDY,Yes,Yes,popular,True,0.05,0.2,False
25133,Yn-JyOqYSLQM,No,No,random,True,0.05,0.2,False
428,YsVYTOURVsQ0,Yes,Yes,random,True,0.05,0.2,False
19281,Y3XcIVh40pTI,No,Yes,random,True,0.05,0.2,False
7553,YRdC8cviN6Bs,No,No,adversarial,True,0.05,0.2,False
3270,YGSHcgY6ATkQ,Yes,Yes,random,True,0.05,0.2,False
29055,YSQHYl2Kp5ww,No,Yes,random,True,0.05,0.2,False
1613,Y3iLGu2Omgrw,Yes,Yes,random,True,0.05,0.2,False
17107,YFhimNYClv40,No,Yes,adversarial,True,0.05,0.2,False
29749,Y9_YfTz8cnFY,Yes,Yes,popular,True,0.05,0.2,False
1495,Y0jGH7A_hpBM,Yes,Yes,popular,True,0.05,0.2,False
18631,YwnqUgK_-fo4,Yes,No,adversarial,True,0.05,0.2,False
13948,YN_s9F4CI_98,Yes,No,popular,True,0.05,0.2,False
4013,Y3MoF8myFs8Y,No,Yes,popular,True,0.05,0.2,False
12474,YLB6CZ0x-kns,No,No,popular,True,0.05,0.2,False
7497,YhGWarNR6xmg,No,Yes,popular,True,0.05,0.2,False
17594,YeRU-rABp8nk,Yes,No,random,True,0.05,0.2,False
17559,YNwoBDrTlbTI,No,No,popular,True,0.05,0.2,False
4061,YPMMkPq5jJXY,Yes,No,popular,True,0.05,0.2,False
23805,Y3ndid3jni7M,No,Yes,popular,True,0.05,0.2,False
23198,Y8ipe6b1LwHQ,No,No,adversarial,True,0.05,0.2,False
25565,Y1Og2TJ3bXW0,Yes,Yes,popular,True,0.05,0.2,False
11242,YkgjNIDmO8a8,Yes,Yes,random,True,0.05,0.2,False
19226,YfBYDJWChe5c,No,No,adversarial,True,0.05,0.2,False
23182,YW4GEwnXc9tQ,Yes,Yes,random,True,0.05,0.2,False
25182,YDNtF_mGzQes,Yes,Yes,popular,True,0.05,0.2,False
17162,Y2a6GNu6uCDE,Yes,Yes,random,True,0.05,0.2,False
19431,YkXjzsroVTtw,Yes,No,adversarial,True,0.05,0.2,False
8158,YHVz-FJBf_iM,Yes,No,adversarial,True,0.05,0.2,False
12297,Y_GI7meqlYZk,No,Yes,adversarial,True,0.05,0.2,False
29220,YJdFmMw0zyKA,No,No,adversarial,True,0.05,0.2,False
23403,YjinJkonlrWc,Yes,No,adversarial,True,0.05,0.2,False
28200,YHkbCUN4V3TU,No,Yes,popular,True,0.05,0.2,False
24598,Yg_P29ucKj78,Yes,Yes,random,True,0.05,0.2,False
23605,YBn4lc01q9vE,No,No,random,True,0.05,0.2,False
17208,Y8F-ndyrEWJ8,No,Yes,popular,True,0.05,0.2,False
6849,YFKaJsvcyHTk,No,No,popular,True,0.05,0.2,False
20308,Y8Zo30kV5aiI,Yes,Yes,popular,True,0.05,0.2,False
24713,Y7RMpCCkQks0,No,Yes,random,True,0.05,0.2,False
2518,YJnSwRonB9wI,Yes,No,popular,True,0.05,0.2,False
7318,Y1DKLyH3FixM,No,No,popular,True,0.05,0.2,False
1245,Yzq00Oe1ecpE,No,No,adversarial,True,0.05,0.2,False
6586,YqWYncqPSy9A,No,No,random,True,0.05,0.2,False
25601,YWUpeplQr3A4,No,No,popular,True,0.05,0.2,False
26302,YEUZaxaWqhwg,Yes,Yes,popular,True,0.05,0.2,False
15757,YLVvS3s9dFKw,No,Yes,popular,True,0.05,0.2,False
18035,Y3ue0gJM0THk,Yes,No,adversarial,True,0.05,0.2,False
30843,Ylq9RvAA4mqY,No,Yes,popular,True,0.05,0.2,False
30386,YQTSKjweEWew,No,Yes,popular,True,0.05,0.2,False
28094,Y_BSmz3SEW1w,No,Yes,popular,True,0.05,0.2,False
6896,Y6NBPiArs2-w,Yes,Yes,random,True,0.05,0.2,False
10525,YXZTt1xdK8uQ,Yes,No,adversarial,True,0.05,0.2,False
9239,YwoadpeAGHUQ,Yes,Yes,random,True,0.05,0.2,False
8554,YITlqMkR5alY,No,Yes,adversarial,True,0.05,0.2,False
27503,Y6ukYSXzfEgQ,Yes,Yes,random,True,0.05,0.2,False
23366,YVkbp8VmL3pM,No,No,popular,True,0.05,0.2,False
10924,YjXkLS_QzUrI,No,No,adversarial,True,0.05,0.2,False
25072,Yyau2WIRkxb8,No,Yes,adversarial,True,0.05,0.2,False
20474,YhVUmQfBIYe8,Yes,No,adversarial,True,0.05,0.2,False
27578,Y1WTSW96XP6E,Yes,Yes,random,True,0.05,0.2,False
15523,YIhvXtS9-IxM,Yes,Yes,popular,True,0.05,0.2,False
16080,YpCQEWAFGEjc,No,Yes,adversarial,True,0.05,0.2,False
11357,Y5ye0X5saadg,No,No,random,True,0.05,0.2,False
27066,YMkbP_8zJwXU,No,No,popular,True,0.05,0.2,False
1300,YztSjcZNUY7A,Yes,Yes,popular,True,0.05,0.2,False
28206,Y9PN4gyxpH2M,Yes,Yes,random,True,0.05,0.2,False
6659,YSGaIvgwwWSE,No,No,popular,True,0.05,0.2,False
20061,YpO8kbg9IJnc,Yes,No,popular,True,0.05,0.2,False
26299,Yw_Utn3CwAXE,No,No,random,True,0.05,0.2,False
17339,YUXGzbBGbqAA,Yes,Yes,random,True,0.05,0.2,False
7262,Y6NBPiArs2-w,Yes,Yes,adversarial,True,0.05,0.2,False
6271,YSGaIvgwwWSE,No,Yes,random,True,0.05,0.2,False
2160,Ydxow2DcTrwk,No,Yes,adversarial,True,0.05,0.2,False
20390,YH7-orYrKBeo,Yes,Yes,popular,True,0.05,0.2,False
12736,Y_C2HinL8VlM,No,Yes,random,True,0.05,0.2,False
16109,YinQOrxc_oZo,Yes,No,popular,True,0.05,0.2,False
1289,YH-vTZh81qAU,No,Yes,random,True,0.05,0.2,False
19083,Y-EaZ7EJJUl0,No,Yes,popular,True,0.05,0.2,False
14682,Y86dNVnTwH6U,Yes,Yes,adversarial,True,0.05,0.2,False
23907,Y2msevPMQB4M,Yes,Yes,popular,True,0.05,0.2,False
15152,Y2EsxcKe1A4w,No,Yes,random,True,0.05,0.2,False
25772,YiOCpICiu4LA,No,No,adversarial,True,0.05,0.2,False
17703,YKVAIaRPry24,Yes,Yes,random,True,0.05,0.2,False
10667,Yn74IYuCe_ms,No,No,random,True,0.05,0.2,False
18361,YDc2WEiRk0rA,Yes,Yes,adversarial,True,0.05,0.2,False
15011,Y1j5NMuq1X30,No,No,adversarial,True,0.05,0.2,False
26807,YHdPSebdDxe4,No,No,popular,True,0.05,0.2,False
2616,YK03ydb1uaoQ,Yes,Yes,popular,True,0.05,0.2,False
14475,Y1j5NMuq1X30,No,Yes,random,True,0.05,0.2,False
1389,YH-vTZh81qAU,No,No,popular,True,0.05,0.2,False
27948,YTSdAJWJ-tW0,Yes,Yes,adversarial,True,0.05,0.2,False
18692,YY3lNEe-ZGF0,No,No,adversarial,True,0.05,0.2,False
28862,YmW1EpJYcy_E,Yes,Yes,adversarial,True,0.05,0.2,False
27343,YlgwpIImXCWA,Yes,No,random,True,0.05,0.2,False
15420,Yazh_-OkQ-uI,Yes,No,popular,True,0.05,0.2,False
26403,YEfk5kdn9lR8,No,Yes,popular,True,0.05,0.2,False
23142,Y1HCuBnPLMqQ,Yes,Yes,popular,True,0.05,0.2,False
10126,Y3RultJjvTWI,No,Yes,popular,True,0.05,0.2,False
4079,YNJEPbGVBJIQ,No,Yes,random,True,0.05,0.2,False
26751,YXQxIXaX_7M0,Yes,No,random,True,0.05,0.2,False
12284,YtaYKM1OSTwE,No,No,popular,True,0.05,0.2,False
10335,YTwR8BA6buMI,No,No,random,True,0.05,0.2,False
1151,YFR7BDRhMATo,Yes,Yes,adversarial,True,0.05,0.2,False
15877,YC4JwGJQ2dUA,No,Yes,random,True,0.05,0.2,False
23842,Y8DQfjqPCTI8,Yes,Yes,random,True,0.05,0.2,False
14790,YIhvXtS9-IxM,Yes,Yes,random,True,0.05,0.2,False
1463,YCefFMA3klxk,No,No,random,True,0.05,0.2,False
7165,Y2ErfX6ZT5pM,No,No,popular,True,0.05,0.2,False
30131,Y-Sz4z0QwEuM,No,No,random,True,0.05,0.2,False
16133,YECw5Yf7QoMo,No,No,popular,True,0.05,0.2,False
4121,Y3IguMJkqpl4,Yes,Yes,random,True,0.05,0.2,False
23350,YCMUuelJFJ7Q,Yes,Yes,adversarial,True,0.05,0.2,False
5867,Y6OlHuvJR_Dk,No,No,adversarial,True,0.05,0.2,False
5552,YOUUckswAaNI,Yes,Yes,random,True,0.05,0.2,False
24389,Yeu5bq0A3XVQ,No,Yes,popular,True,0.05,0.2,False
11685,YfYTZVxQ8LJk,Yes,Yes,popular,True,0.05,0.2,False
23502,YBOB65Nd0pXo,No,No,adversarial,True,0.05,0.2,False
28378,YJdFmMw0zyKA,No,Yes,random,True,0.05,0.2,False
22281,YGE1aZSnPr2Q,No,No,random,True,0.05,0.2,False
5213,Y4SZ7JXDCNps,No,Yes,adversarial,True,0.05,0.2,False
10130,Yo_3MDLl_aH0,Yes,Yes,random,True,0.05,0.2,False
13361,Y3n05BjV7r7M,Yes,Yes,popular,True,0.05,0.2,False
22820,YBOB65Nd0pXo,No,Yes,random,True,0.05,0.2,False
1122,YBZCEDkx37rI,No,Yes,adversarial,True,0.05,0.2,False
16921,Y32565FEuksc,Yes,No,popular,True,0.05,0.2,False
274,YfsBR7e_X_0Y,No,No,popular,True,0.05,0.2,False
6501,Y4KObP7cREWw,No,Yes,adversarial,True,0.05,0.2,False
5371,YVeCSHwtkBZU,Yes,No,adversarial,True,0.05,0.2,False
11887,Y5ye0X5saadg,No,No,adversarial,True,0.05,0.2,False
4193,Y9ucb5HYO8ps,Yes,Yes,adversarial,True,0.05,0.2,False
537,Ykx6Rj4MDIAw,No,No,popular,True,0.05,0.2,False
20423,YBMayJId0X1s,Yes,No,adversarial,True,0.05,0.2,False
25563,YIKnx3hJv1bs,Yes,No,adversarial,True,0.05,0.2,False
9104,YdP5DbAzTl5M,Yes,No,popular,True,0.05,0.2,False
8584,Y3qrVku794u0,Yes,Yes,random,True,0.05,0.2,False
1762,Y_ezm-TpKj1w,Yes,Yes,random,True,0.05,0.2,False
11944,Y473wBEwC35M,No,Yes,popular,True,0.05,0.2,False
8436,YL_CNz9Vrtkw,Yes,Yes,adversarial,True,0.05,0.2,False
22659,YFeHndzYAUkg,Yes,No,popular,True,0.05,0.2,False
17330,YIFRmbxWK8u0,Yes,No,popular,True,0.05,0.2,False
5245,YLs2vrr9TamU,Yes,Yes,popular,True,0.05,0.2,False
21237,Yt4prXmPwthg,No,No,adversarial,True,0.05,0.2,False
19397,Y096oTVzc5Gs,Yes,Yes,random,True,0.05,0.2,False
16789,YI_vN_BFUr0Y,No,Yes,adversarial,True,0.05,0.2,False
16409,YwVi5w_NU6CM,No,No,random,True,0.05,0.2,False
19683,YROootH-mtEI,No,No,random,True,0.05,0.2,False
27602,YeYbFtxZmKL4,Yes,Yes,adversarial,True,0.05,0.2,False
29971,YS0SQyFXbqF8,No,No,popular,True,0.05,0.2,False
10202,YA61Mry8zBwE,No,No,popular,True,0.05,0.2,False
2074,YS0YE96w0YRk,No,No,adversarial,True,0.05,0.2,False
31315,YbhlhcGONisM,No,Yes,popular,True,0.05,0.2,False
22332,YKnsKf9KoNds,Yes,Yes,random,True,0.05,0.2,False
28129,Y1FNJbN-eHY4,Yes,Yes,adversarial,True,0.05,0.2,False
17954,YKVbmN9ZRg5Q,Yes,No,adversarial,True,0.05,0.2,False
28239,Y7bO0AJI-ihs,No,Yes,random,True,0.05,0.2,False
9707,Y7-HCqJFwHoI,Yes,Yes,random,True,0.05,0.2,False
7421,YZsf2YvJfCKw,Yes,No,adversarial,True,0.05,0.2,False
16655,Yi2yhbckq3p0,No,Yes,random,True,0.05,0.2,False
9796,YPg2cWEnEEvc,No,No,random,True,0.05,0.2,False
18313,YeRU-rABp8nk,Yes,No,popular,True,0.05,0.2,False
6633,YXIooZl1QdM4,Yes,Yes,random,True,0.05,0.2,False
27136,YcK2kSVR1d2o,No,No,popular,True,0.05,0.2,False
19023,YwFiCblfZ-vg,Yes,Yes,random,True,0.05,0.2,False
1027,YArHiac57pVk,Yes,Yes,adversarial,True,0.05,0.2,False
13496,YCfxWJ1Qoufg,Yes,No,popular,True,0.05,0.2,False
7885,Y59VP93Tzjmg,No,Yes,popular,True,0.05,0.2,False
4726,Y2JutOgAnqWA,Yes,Yes,adversarial,True,0.05,0.2,False
29156,YQ0anPAIkfBE,No,No,random,True,0.05,0.2,False
3310,YUmNrhFKpWIY,Yes,Yes,adversarial,True,0.05,0.2,False
8915,YZBtgrP4vU_w,No,Yes,adversarial,True,0.05,0.2,False
9309,Y2ItTq2JShdU,No,No,random,True,0.05,0.2,False
21936,YsI7_ycEYzAY,No,No,adversarial,True,0.05,0.2,False
29495,YJdFmMw0zyKA,No,No,popular,True,0.05,0.2,False
13370,YCfxWJ1Qoufg,Yes,No,adversarial,True,0.05,0.2,False
9192,YE3D_z0aoUEg,Yes,Yes,random,True,0.05,0.2,False
7409,YhGWarNR6xmg,No,Yes,adversarial,True,0.05,0.2,False
17895,YlVr-PxhZo8s,Yes,Yes,random,True,0.05,0.2,False
3667,YKvrcRMfFzOE,Yes,No,popular,True,0.05,0.2,False
25474,Y7RMpCCkQks0,No,Yes,adversarial,True,0.05,0.2,False
7225,YXrJcmftCY04,No,No,popular,True,0.05,0.2,False
7389,YJQz40TkjymY,Yes,No,popular,True,0.05,0.2,False
6395,Ybpv_LneHmfU,No,Yes,random,True,0.05,0.2,False
12521,YptIksg9KEac,Yes,Yes,adversarial,True,0.05,0.2,False
8344,YPMMdAKZxI_I,No,No,popular,True,0.05,0.2,False
22895,Y1HCuBnPLMqQ,Yes,Yes,adversarial,True,0.05,0.2,False
19988,YhFCmq9pCBbM,Yes,Yes,random,True,0.05,0.2,False
14827,Y1OyEgzXCkYE,No,No,popular,True,0.05,0.2,False
1605,YcPiSd5nJLrI,No,Yes,adversarial,True,0.05,0.2,False
10713,YQ3vkJMVMbC8,No,No,popular,True,0.05,0.2,False
26556,Y350OCezayrk,No,No,random,True,0.05,0.2,False
3678,YsqsI2UyrcBQ,No,No,random,True,0.05,0.2,False
12035,Ytpm5IOD5d4o,Yes,Yes,adversarial,True,0.05,0.2,False
10811,YAKHZMg9ba30,Yes,No,adversarial,True,0.05,0.2,False
26776,Y4YMXgLFcR94,Yes,Yes,popular,True,0.05,0.2,False
2125,Ylh801oHGtD4,Yes,No,popular,True,0.05,0.2,False
7842,Y3VHpLxtd498,Yes,Yes,adversarial,True,0.05,0.2,False
26410,Yq1ivQ_2fddk,No,Yes,adversarial,True,0.05,0.2,False
14595,YaMhu5eMQAsI,No,Yes,random,True,0.05,0.2,False
19122,Ycz0FSQDVBMw,Yes,Yes,adversarial,True,0.05,0.2,False
26598,YK8-b0VtNOqA,Yes,Yes,random,True,0.05,0.2,False
30499,YCwxgQS3SXic,No,No,popular,True,0.05,0.2,False
26602,Ym8wV38lf2jg,No,No,popular,True,0.05,0.2,False
15101,Y0_ogYGDGDco,Yes,Yes,random,True,0.05,0.2,False
19097,YkagkXkAVPNo,No,No,random,True,0.05,0.2,False
7421,Ykdflh3akyH8,No,Yes,popular,True,0.05,0.2,False
27713,YwbPmnxCLoRQ,No,No,adversarial,True,0.05,0.2,False
14467,YPVvi2SDOjVc,Yes,Yes,popular,True,0.05,0.2,False
8263,YwNiYSYJXssA,No,No,random,True,0.05,0.2,False
4899,YgQMTOKsCIyk,No,Yes,random,True,0.05,0.2,False
21701,YFXdoNvmrYxo,Yes,No,popular,True,0.05,0.2,False
9442,YWU3qB7gf6ao,No,Yes,random,True,0.05,0.2,False
15993,Y4abZbau8tZo,Yes,Yes,adversarial,True,0.05,0.2,False
19669,YmYQrjcYNrW0,Yes,Yes,adversarial,True,0.05,0.2,False
24641,YoNHCc_izsDE,Yes,No,popular,True,0.05,0.2,False
17053,YwVi5w_NU6CM,No,No,popular,True,0.05,0.2,False
6068,YGuizRlAQ8qQ,No,Yes,adversarial,True,0.05,0.2,False
2639,Yific_gRalg0,No,No,popular,True,0.05,0.2,False
3969,Y3MoF8myFs8Y,No,Yes,adversarial,True,0.05,0.2,False
20085,YAUmY0YRAFQE,No,No,adversarial,True,0.05,0.2,False
4635,Y7P6lcyeDKNI,Yes,Yes,adversarial,True,0.05,0.2,False
23004,YnuZEAuAl8hQ,Yes,Yes,random,True,0.05,0.2,False
12627,Yt1hj7se76wQ,Yes,Yes,random,True,0.05,0.2,False
15100,YriM7b5bJ9KQ,Yes,Yes,adversarial,True,0.05,0.2,False
9393,Yy3-M1sonh3M,No,No,random,True,0.05,0.2,False
29009,Y6i5eQOpFk_U,No,No,random,True,0.05,0.2,False
19176,Y8VOibo9Q_Dc,Yes,Yes,random,True,0.05,0.2,False
22329,YRk-ujWKzPuc,No,No,adversarial,True,0.05,0.2,False
19690,YAxd__X2rixk,Yes,Yes,random,True,0.05,0.2,False
6556,Yg5l3Bz6lWnc,Yes,Yes,random,True,0.05,0.2,False
28400,Y1FNJbN-eHY4,Yes,Yes,popular,True,0.05,0.2,False
29137,YMVGhC-xB79s,Yes,Yes,random,True,0.05,0.2,False
7164,YzoctgurhvHE,Yes,Yes,random,True,0.05,0.2,False
9458,Yh0M4RS8p_mo,Yes,Yes,popular,True,0.05,0.2,False
2927,YWWkhzcmx3VE,Yes,Yes,adversarial,True,0.05,0.2,False
2748,YWWkhzcmx3VE,Yes,Yes,random,True,0.05,0.2,False
585,YZ0IrCa4MvOA,No,Yes,random,True,0.05,0.2,False
1506,YKnXNy5Q6YS4,Yes,Yes,random,True,0.05,0.2,False
21860,Y-SkjbQVgJ0M,No,Yes,random,True,0.05,0.2,False
28536,YK-7Y8yhcUiw,Yes,Yes,popular,True,0.05,0.2,False
28630,YggN4-K5AgoM,Yes,Yes,adversarial,True,0.05,0.2,False
