entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda,aad_enabled,aad_alpha
30031,YeqcdsdLz954,Yes,Yes,adversarial,False,0.0,True,1.0
17507,Y3ue0gJM0THk,Yes,Yes,random,False,0.0,True,1.0
4171,YUhCzD6EBJBU,No,Yes,random,False,0.0,True,1.0
15596,Y1Uh74_rZ72k,Yes,Yes,popular,False,0.0,True,1.0
2687,Y3wV3ST-c4PE,No,Yes,random,False,0.0,True,1.0
16403,YJTHMXLC9YRs,Yes,Yes,popular,False,0.0,True,1.0
5710,YYqYCDis3EUA,No,No,popular,False,0.0,True,1.0
16591,YC4JwGJQ2dUA,No,No,popular,False,0.0,True,1.0
4382,Y3IguMJkqpl4,Yes,No,popular,False,0.0,True,1.0
7421,Ykdflh3akyH8,No,Yes,popular,False,0.0,True,1.0
16225,YJTHMXLC9YRs,Yes,Yes,adversarial,False,0.0,True,1.0
2748,YWWkhzcmx3VE,Yes,Yes,random,False,0.0,True,1.0
22701,YNmmbNqmsPaY,No,No,random,False,0.0,True,1.0
24823,YMOxddxW5PXs,Yes,Yes,adversarial,False,0.0,True,1.0
19602,YfmEft49sPfE,No,Yes,adversarial,False,0.0,True,1.0
25900,Y7JWHbs3gu1w,No,Yes,popular,False,0.0,True,1.0
6083,YH7rd9bZtbgc,No,No,popular,False,0.0,True,1.0
10846,Y4s2rRnu2PZo,Yes,Yes,popular,False,0.0,True,1.0
4554,YXf5LjaE_JQ0,Yes,Yes,random,False,0.0,True,1.0
9091,YIvfaKPDWC00,Yes,No,adversarial,False,0.0,True,1.0
18061,YwnqUgK_-fo4,Yes,No,random,False,0.0,True,1.0
29803,Y7P0N61TVOxE,No,Yes,random,False,0.0,True,1.0
21085,YuY4fe5DT1gI,Yes,Yes,popular,False,0.0,True,1.0
2518,YJnSwRonB9wI,Yes,No,popular,False,0.0,True,1.0
27786,YBUAPM4D3-h8,Yes,Yes,popular,False,0.0,True,1.0
10488,Y0fMXnvD38zI,No,Yes,adversarial,False,0.0,True,1.0
25709,YBwnGxJD9xh8,Yes,Yes,adversarial,False,0.0,True,1.0
20903,Y-CcGuq0yoKo,No,No,adversarial,False,0.0,True,1.0
15278,YriM7b5bJ9KQ,Yes,Yes,popular,False,0.0,True,1.0
2912,Yy93cZqNCtks,Yes,No,popular,False,0.0,True,1.0
11726,YPuLuZ_TXv-0,No,No,popular,False,0.0,True,1.0
4789,YXf5LjaE_JQ0,Yes,Yes,adversarial,False,0.0,True,1.0
25474,Y7RMpCCkQks0,No,Yes,adversarial,False,0.0,True,1.0
28630,YggN4-K5AgoM,Yes,Yes,adversarial,False,0.0,True,1.0
4763,YbX2vDaHL26U,No,Yes,adversarial,False,0.0,True,1.0
12913,Y6TO9PEGpZcQ,Yes,Yes,adversarial,False,0.0,True,1.0
12339,YrvDcg9DoNKA,No,Yes,popular,False,0.0,True,1.0
16171,Y4abZbau8tZo,Yes,Yes,popular,False,0.0,True,1.0
13675,YlYhwCRX2wNc,No,No,popular,False,0.0,True,1.0
11357,Y5ye0X5saadg,No,No,random,False,0.0,True,1.0
12103,Yo7-X8DAToGc,Yes,Yes,random,False,0.0,True,1.0
24052,Yn4VktYihtJU,Yes,No,popular,False,0.0,True,1.0
9006,Yh0M4RS8p_mo,Yes,Yes,random,False,0.0,True,1.0
24761,YG3YO2unWz7k,Yes,Yes,adversarial,False,0.0,True,1.0
1463,YCefFMA3klxk,No,Yes,random,False,0.0,True,1.0
7554,YRtenf2XSXRc,Yes,Yes,random,False,0.0,True,1.0
22085,YCMNlIW6Lkwc,No,Yes,random,False,0.0,True,1.0
22628,YLvhvAA11oxE,No,No,random,False,0.0,True,1.0
551,YPLHXGDnig4M,Yes,Yes,popular,False,0.0,True,1.0
19226,YfBYDJWChe5c,No,No,adversarial,False,0.0,True,1.0
9432,Yir1XTdyt4IY,Yes,Yes,random,False,0.0,True,1.0
2871,YzEaGx6an4es,No,Yes,random,False,0.0,True,1.0
25051,YObWjGBJF_94,Yes,Yes,random,False,0.0,True,1.0
29349,YE9zN3-C64KE,Yes,Yes,random,False,0.0,True,1.0
6566,Y4KObP7cREWw,No,Yes,popular,False,0.0,True,1.0
24938,YSNy_axSCoyw,Yes,Yes,popular,False,0.0,True,1.0
20113,Y3XcIVh40pTI,No,No,popular,False,0.0,True,1.0
28256,Y4bUL_ttiOdw,Yes,Yes,random,False,0.0,True,1.0
10811,YAKHZMg9ba30,Yes,No,adversarial,False,0.0,True,1.0
15477,Y0ury8KHQdL4,No,Yes,popular,False,0.0,True,1.0
13206,Y6cyKp3EDm-0,Yes,Yes,popular,False,0.0,True,1.0
15100,YriM7b5bJ9KQ,Yes,Yes,adversarial,False,0.0,True,1.0
13716,Y4_DjmCg8Ra8,No,No,adversarial,False,0.0,True,1.0
20649,YBMayJId0X1s,Yes,No,popular,False,0.0,True,1.0
13271,Y8DLcBdC5UrE,Yes,Yes,adversarial,False,0.0,True,1.0
28811,Y4CAMv5nlr-0,No,No,popular,False,0.0,True,1.0
11875,Yy1a8PntuXYw,No,No,popular,False,0.0,True,1.0
19713,Y4YodC6RnplI,Yes,No,popular,False,0.0,True,1.0
10322,Y9BukzlPNqC8,No,No,popular,False,0.0,True,1.0
7475,Y3VHpLxtd498,Yes,Yes,random,False,0.0,True,1.0
15263,YIPfaRF76gVU,No,Yes,popular,False,0.0,True,1.0
565,YPLHXGDnig4M,Yes,No,adversarial,False,0.0,True,1.0
20871,Y-BUWGM7qeUM,No,No,popular,False,0.0,True,1.0
24432,YjYPU6aSDo88,Yes,Yes,popular,False,0.0,True,1.0
25348,YWUpeplQr3A4,No,Yes,adversarial,False,0.0,True,1.0
7294,Y6cS0FsUM-cQ,Yes,Yes,random,False,0.0,True,1.0
7131,YFDwK7T1JO_0,Yes,Yes,adversarial,False,0.0,True,1.0
24872,Ye2rScj9UyMs,Yes,No,adversarial,False,0.0,True,1.0
11420,YsTMKled6Q1M,Yes,Yes,random,False,0.0,True,1.0
22350,Y9E8BmPZ9mWc,No,No,random,False,0.0,True,1.0
4340,Yfx4r_KuW6No,Yes,Yes,random,False,0.0,True,1.0
22192,Y67BsqRkh-dU,No,No,random,False,0.0,True,1.0
13760,YNX0gR9Eebp0,Yes,Yes,adversarial,False,0.0,True,1.0
18531,YatmDP_fmK_8,No,Yes,adversarial,False,0.0,True,1.0
26556,Y350OCezayrk,No,No,random,False,0.0,True,1.0
28459,YlgwpIImXCWA,Yes,No,popular,False,0.0,True,1.0
3936,YB4SZwi9Ce3o,No,No,random,False,0.0,True,1.0
25033,Yram-QPKSQYc,No,No,popular,False,0.0,True,1.0
14094,Ye9MWXS34o48,Yes,Yes,popular,False,0.0,True,1.0
30157,YkLYCjD6vWI4,Yes,Yes,adversarial,False,0.0,True,1.0
19868,YsbW7XwwUtSU,No,No,popular,False,0.0,True,1.0
8894,YAizmnCDlXos,Yes,No,adversarial,False,0.0,True,1.0
24421,Y4pv3w--cRrA,No,Yes,adversarial,False,0.0,True,1.0
16626,YPTyFYxXdut4,No,Yes,adversarial,False,0.0,True,1.0
23754,Y22L_3pBa1AI,No,Yes,random,False,0.0,True,1.0
13123,YbJMMp6PLKqM,Yes,No,popular,False,0.0,True,1.0
8080,Yjs4dr5JusdM,No,No,adversarial,False,0.0,True,1.0
22840,YxbLW9Wt1Jsg,Yes,Yes,random,False,0.0,True,1.0
7421,YZsf2YvJfCKw,Yes,No,adversarial,False,0.0,True,1.0
25972,YMSziND26UTA,Yes,Yes,adversarial,False,0.0,True,1.0
21321,Ym_U506sf9p4,Yes,Yes,adversarial,False,0.0,True,1.0
22054,YCbe2B6ohBpw,No,No,adversarial,False,0.0,True,1.0
7248,Y3wrdPAeqjVI,No,Yes,random,False,0.0,True,1.0
10842,Ydkiwn2FdDVw,No,Yes,popular,False,0.0,True,1.0
30200,YE9zN3-C64KE,Yes,Yes,adversarial,False,0.0,True,1.0
4397,YTQr9v-PQOc4,Yes,Yes,adversarial,False,0.0,True,1.0
6075,YoOMtaqvQ3_M,Yes,Yes,adversarial,False,0.0,True,1.0
30836,Y-JP1GqPEKtw,Yes,No,adversarial,False,0.0,True,1.0
27915,Yv59uHr-B1no,No,No,popular,False,0.0,True,1.0
21693,Y1ed87LLY97k,No,Yes,random,False,0.0,True,1.0
8455,YelztUCeNQvQ,No,Yes,random,False,0.0,True,1.0
3385,YJ0yeFeKvIt8,No,No,random,False,0.0,True,1.0
23895,YLvMA1Wcgu3w,No,Yes,adversarial,False,0.0,True,1.0
4061,YPMMkPq5jJXY,Yes,No,popular,False,0.0,True,1.0
24641,YoNHCc_izsDE,Yes,No,popular,False,0.0,True,1.0
23581,YmVjub3o_IxE,No,Yes,random,False,0.0,True,1.0
21772,Y2sZhC_mKeic,No,No,adversarial,False,0.0,True,1.0
20804,YhiJB_95IWiE,No,Yes,random,False,0.0,True,1.0
9368,Yh0M4RS8p_mo,Yes,No,adversarial,False,0.0,True,1.0
1392,Y0jGH7A_hpBM,Yes,Yes,random,False,0.0,True,1.0
9292,Y3ghVB-KaU_E,Yes,Yes,random,False,0.0,True,1.0
8542,YBL8ksJ0sTXk,No,Yes,popular,False,0.0,True,1.0
14426,YCvNAwby6Xos,No,Yes,random,False,0.0,True,1.0
25477,YR91bUbtKrRs,Yes,Yes,random,False,0.0,True,1.0
29971,YS0SQyFXbqF8,No,Yes,popular,False,0.0,True,1.0
16948,Y7WkB6pflr6o,Yes,Yes,adversarial,False,0.0,True,1.0
25065,YMOxddxW5PXs,Yes,Yes,popular,False,0.0,True,1.0
14126,Y1OyEgzXCkYE,No,Yes,random,False,0.0,True,1.0
18087,YvfNKduToki4,No,No,popular,False,0.0,True,1.0
10774,YErxgH5g3Kx0,No,Yes,popular,False,0.0,True,1.0
2625,Yd1tL-9BILy8,No,Yes,random,False,0.0,True,1.0
14940,YsJrFyjfrL-g,Yes,No,adversarial,False,0.0,True,1.0
11030,YYflmW68gL4E,Yes,Yes,adversarial,False,0.0,True,1.0
14004,YPYP-r0nvbFk,Yes,No,adversarial,False,0.0,True,1.0
29488,YBQ-r9mEHssU,Yes,No,random,False,0.0,True,1.0
5297,YLKhokVsJhN0,No,No,random,False,0.0,True,1.0
19338,YESjMIqrvRj4,No,Yes,random,False,0.0,True,1.0
6460,YEbpOXac13yo,No,Yes,popular,False,0.0,True,1.0
12182,YTtRtURWVYBE,Yes,Yes,random,False,0.0,True,1.0
6708,Ybpv_LneHmfU,No,Yes,adversarial,False,0.0,True,1.0
13370,YCfxWJ1Qoufg,Yes,No,adversarial,False,0.0,True,1.0
14100,YwrQDkX0NbTA,No,Yes,adversarial,False,0.0,True,1.0
20539,YxpZna_FwDhI,Yes,Yes,adversarial,False,0.0,True,1.0
6413,Y_YS5uKWoB6g,Yes,No,adversarial,False,0.0,True,1.0
12736,Y_C2HinL8VlM,No,Yes,random,False,0.0,True,1.0
5845,YoOMtaqvQ3_M,Yes,Yes,random,False,0.0,True,1.0
6645,Yjid4t-FzUn0,No,Yes,adversarial,False,0.0,True,1.0
25901,YtdpiXW68adA,No,Yes,random,False,0.0,True,1.0
7439,Ynq0BF9zGkzg,No,No,adversarial,False,0.0,True,1.0
29801,Y6i5eQOpFk_U,No,Yes,adversarial,False,0.0,True,1.0
16740,YPO8Nu3F8mkA,No,No,popular,False,0.0,True,1.0
26417,YqakN0JNbpcU,Yes,Yes,adversarial,False,0.0,True,1.0
15459,YECw5Yf7QoMo,No,Yes,random,False,0.0,True,1.0
22878,Y67BsqRkh-dU,No,Yes,adversarial,False,0.0,True,1.0
17726,Yek9Fsmm3xqk,No,No,popular,False,0.0,True,1.0
17265,YynHdcJ9Oqaw,No,No,random,False,0.0,True,1.0
4965,YHeEa1GZpUGI,Yes,Yes,adversarial,False,0.0,True,1.0
24274,YFJkvAMLmejY,Yes,Yes,adversarial,False,0.0,True,1.0
10730,Yo_3MDLl_aH0,Yes,No,popular,False,0.0,True,1.0
24964,YpTJKJxaheI8,Yes,Yes,adversarial,False,0.0,True,1.0
13375,Y13CBvjHZhOA,Yes,Yes,random,False,0.0,True,1.0
11944,Y473wBEwC35M,No,Yes,popular,False,0.0,True,1.0
28466,YlrKGCtSsAkA,Yes,Yes,random,False,0.0,True,1.0
5837,Y7QN3lwOzfdg,No,Yes,popular,False,0.0,True,1.0
10147,Yd6gu2w19YQo,No,No,adversarial,False,0.0,True,1.0
28916,Yii3Geza3hAU,Yes,Yes,random,False,0.0,True,1.0
537,Ykx6Rj4MDIAw,No,No,popular,False,0.0,True,1.0
11471,YMTIF_l_8d4Q,No,No,popular,False,0.0,True,1.0
4688,YItS07xtdi4s,No,Yes,random,False,0.0,True,1.0
13983,YNi3dIj90Oa4,No,Yes,adversarial,False,0.0,True,1.0
13442,YPYP-r0nvbFk,Yes,Yes,random,False,0.0,True,1.0
13035,Y6TO9PEGpZcQ,Yes,Yes,popular,False,0.0,True,1.0
12791,Y7XXSOzDQ2z0,No,No,popular,False,0.0,True,1.0
29326,YkLYCjD6vWI4,Yes,Yes,random,False,0.0,True,1.0
21951,YoZaEHkfh5Eg,Yes,Yes,random,False,0.0,True,1.0
12801,YdZDgJzGtLLU,Yes,Yes,adversarial,False,0.0,True,1.0
21436,YFlk-X0gwjF4,Yes,Yes,random,False,0.0,True,1.0
22653,YVMsbrcHPBfk,No,Yes,adversarial,False,0.0,True,1.0
26962,YtdpiXW68adA,No,No,popular,False,0.0,True,1.0
21701,YFXdoNvmrYxo,Yes,No,popular,False,0.0,True,1.0
19239,YW7OJevEgq7w,No,No,random,False,0.0,True,1.0
21451,Yt4prXmPwthg,No,Yes,popular,False,0.0,True,1.0
19067,YmYQrjcYNrW0,Yes,Yes,random,False,0.0,True,1.0
22304,Y2ceUOv8A3FE,Yes,No,adversarial,False,0.0,True,1.0
19241,YJC2ZrXzCX4Y,Yes,Yes,adversarial,False,0.0,True,1.0
11294,Yn74IYuCe_ms,No,No,popular,False,0.0,True,1.0
23350,YCMUuelJFJ7Q,Yes,Yes,adversarial,False,0.0,True,1.0
26071,YhqPBcvex1VU,No,No,adversarial,False,0.0,True,1.0
17669,YdYZSKX7vuRI,Yes,Yes,popular,False,0.0,True,1.0
24493,Y22L_3pBa1AI,No,Yes,adversarial,False,0.0,True,1.0
26273,YG0IsabU5hn4,Yes,Yes,random,False,0.0,True,1.0
17524,Y2JV3emH50XU,No,Yes,popular,False,0.0,True,1.0
26543,YR91bUbtKrRs,Yes,No,popular,False,0.0,True,1.0
30149,YeXj9OAik5cc,Yes,Yes,random,False,0.0,True,1.0
12598,YqPYwp1K4sZE,No,No,adversarial,False,0.0,True,1.0
8104,Y4xrL4TSgHwU,Yes,Yes,random,False,0.0,True,1.0
15375,YIhvXtS9-IxM,Yes,Yes,adversarial,False,0.0,True,1.0
2464,YtfOIhQpYYe8,Yes,Yes,popular,False,0.0,True,1.0
9898,Ygr5Zss89yLQ,Yes,No,random,False,0.0,True,1.0
17148,YrE6BJ0Bo4w4,No,No,popular,False,0.0,True,1.0
17107,YFhimNYClv40,No,Yes,adversarial,False,0.0,True,1.0
10182,YErxgH5g3Kx0,No,Yes,random,False,0.0,True,1.0
10597,YQ3vkJMVMbC8,No,Yes,adversarial,False,0.0,True,1.0
21273,Y1L_OyngNZMA,No,No,random,False,0.0,True,1.0
8440,YilspW7JRjAg,Yes,No,popular,False,0.0,True,1.0
16622,YFhimNYClv40,No,Yes,random,False,0.0,True,1.0
16511,YrBUCIK8JRLg,No,Yes,adversarial,False,0.0,True,1.0
3549,YlfO471Rn61k,Yes,Yes,popular,False,0.0,True,1.0
6434,Y0Rpjl1AO-P0,Yes,Yes,random,False,0.0,True,1.0
10684,YYk274Wr5iIE,Yes,No,popular,False,0.0,True,1.0
9815,Y2ItTq2JShdU,No,Yes,popular,False,0.0,True,1.0
28009,Ys_EWjoiVfzo,Yes,Yes,popular,False,0.0,True,1.0
2906,YL2dyilgQ8iM,No,No,adversarial,False,0.0,True,1.0
18496,YZ_smJ66Tb3c,No,Yes,popular,False,0.0,True,1.0
7002,YQARuiRtfy-k,Yes,Yes,adversarial,False,0.0,True,1.0
4459,Y6Pywt0f_NFY,Yes,Yes,adversarial,False,0.0,True,1.0
14492,YdJYO3RbBabE,Yes,Yes,random,False,0.0,True,1.0
18272,YwSHzVxdMiTo,No,Yes,random,False,0.0,True,1.0
1917,Y_AcJVyToQUQ,Yes,Yes,random,False,0.0,True,1.0
10074,YXZTt1xdK8uQ,Yes,Yes,random,False,0.0,True,1.0
21951,YyLu4b01t53k,Yes,No,popular,False,0.0,True,1.0
17954,YKVbmN9ZRg5Q,Yes,No,adversarial,False,0.0,True,1.0
29648,YxqtrbqDlz28,Yes,Yes,popular,False,0.0,True,1.0
14790,YIhvXtS9-IxM,Yes,Yes,random,False,0.0,True,1.0
26424,YfPqj3nnwQOI,Yes,Yes,popular,False,0.0,True,1.0
19352,YmUGmCSNETcg,No,No,random,False,0.0,True,1.0
2334,YEYTz1LPDHsc,No,No,adversarial,False,0.0,True,1.0
22944,Y2msevPMQB4M,Yes,Yes,random,False,0.0,True,1.0
12618,YptIksg9KEac,Yes,Yes,popular,False,0.0,True,1.0
10174,YA2mcp0N__7U,No,Yes,adversarial,False,0.0,True,1.0
23452,YR_g4RpU9mO0,No,No,adversarial,False,0.0,True,1.0
1081,YXJba7pTbpD0,No,No,random,False,0.0,True,1.0
24642,YQoEal_hKz4Q,No,Yes,random,False,0.0,True,1.0
5208,Yhzn_wGlzGpU,No,Yes,random,False,0.0,True,1.0
12157,Ytpm5IOD5d4o,Yes,No,popular,False,0.0,True,1.0
20877,YhFCmq9pCBbM,Yes,Yes,popular,False,0.0,True,1.0
13736,YQOmV7O9mFwg,Yes,Yes,random,False,0.0,True,1.0
8650,YdP5DbAzTl5M,Yes,Yes,random,False,0.0,True,1.0
9540,YARFFw0e_jig,Yes,Yes,random,False,0.0,True,1.0
3244,YalaxBd_EEUc,No,Yes,random,False,0.0,True,1.0
1122,YBZCEDkx37rI,No,Yes,adversarial,False,0.0,True,1.0
11609,YPuLuZ_TXv-0,No,Yes,adversarial,False,0.0,True,1.0
77,YGOD8Bt5LfDE,Yes,Yes,popular,False,0.0,True,1.0
3638,YjjHIINDfE1c,Yes,Yes,random,False,0.0,True,1.0
22228,Y1L_OyngNZMA,No,No,popular,False,0.0,True,1.0
4168,YVQnmlf2OsUg,Yes,Yes,popular,False,0.0,True,1.0
27922,YxnVqvc7N7Po,Yes,Yes,random,False,0.0,True,1.0
13650,YMBP4RcnwGZw,No,Yes,adversarial,False,0.0,True,1.0
12462,YMj_BO-iK1G4,No,No,adversarial,False,0.0,True,1.0
2234,Ybgbnu5YKTDg,Yes,Yes,adversarial,False,0.0,True,1.0
3848,YjjHIINDfE1c,Yes,Yes,adversarial,False,0.0,True,1.0
14322,Y3kBlVLkN0zo,No,Yes,popular,False,0.0,True,1.0
3392,YKvrcRMfFzOE,Yes,Yes,random,False,0.0,True,1.0
24797,Yram-QPKSQYc,No,Yes,adversarial,False,0.0,True,1.0
24621,YHdxfbpnd2-8,No,Yes,adversarial,False,0.0,True,1.0
545,Ykx6Rj4MDIAw,No,Yes,adversarial,False,0.0,True,1.0
13496,YCfxWJ1Qoufg,Yes,No,popular,False,0.0,True,1.0
6101,Y_YS5uKWoB6g,Yes,Yes,random,False,0.0,True,1.0
20872,YuY4fe5DT1gI,Yes,Yes,adversarial,False,0.0,True,1.0
30640,YBQ-r9mEHssU,Yes,No,popular,False,0.0,True,1.0
19964,YSCow4mpBsGY,Yes,Yes,random,False,0.0,True,1.0
10861,YOr7umk40TZA,No,Yes,adversarial,False,0.0,True,1.0
1312,YglAeihz0NAM,No,Yes,adversarial,False,0.0,True,1.0
8778,Y-nQHwrRLfc0,Yes,Yes,random,False,0.0,True,1.0
13361,Y3n05BjV7r7M,Yes,Yes,popular,False,0.0,True,1.0
14712,YC5kmOK_l4jc,Yes,No,popular,False,0.0,True,1.0
3255,YhJtOGmN_KVw,No,No,adversarial,False,0.0,True,1.0
2449,YEzWEO2WD_MM,No,No,popular,False,0.0,True,1.0
24559,YmVjub3o_IxE,No,No,popular,False,0.0,True,1.0
24119,Y9hxFqltp3xw,Yes,No,popular,False,0.0,True,1.0
27924,YHkbCUN4V3TU,No,No,adversarial,False,0.0,True,1.0
17445,YlTJLvSvjUZk,No,No,popular,False,0.0,True,1.0
12697,YFL8KTgMGrN4,Yes,Yes,popular,False,0.0,True,1.0
7109,YbUTOsLXYyxg,No,Yes,popular,False,0.0,True,1.0
12887,YU3CAjsm1sec,No,Yes,popular,False,0.0,True,1.0
27997,Yt3VFlDiEKgY,Yes,Yes,random,False,0.0,True,1.0
1157,YXJba7pTbpD0,No,No,adversarial,False,0.0,True,1.0
8423,YhuMLK0oA3L8,No,No,popular,False,0.0,True,1.0
14975,YlTfNLKEy1RU,Yes,Yes,random,False,0.0,True,1.0
6333,YrUq4w4EUSWA,No,No,popular,False,0.0,True,1.0
5484,YXplKBvZaHXA,Yes,Yes,popular,False,0.0,True,1.0
77,YGOD8Bt5LfDE,Yes,Yes,adversarial,False,0.0,True,1.0
19979,Y-BUWGM7qeUM,No,Yes,random,False,0.0,True,1.0
17853,YzF3xXn6NTyU,No,Yes,adversarial,False,0.0,True,1.0
12361,YhV4bDCBDCy0,No,Yes,random,False,0.0,True,1.0
6249,YrUq4w4EUSWA,No,Yes,adversarial,False,0.0,True,1.0
17016,YbA5zPFSFZAA,Yes,No,adversarial,False,0.0,True,1.0
105,YYQSuFyFm3Lc,No,Yes,random,False,0.0,True,1.0
13123,Yv7BaYF0kagM,Yes,Yes,adversarial,False,0.0,True,1.0
22726,YAj_VMUSNjNM,Yes,Yes,popular,False,0.0,True,1.0
3624,YdYvL6uEMl6E,No,No,random,False,0.0,True,1.0
21035,Y466ucPGoNSQ,Yes,Yes,adversarial,False,0.0,True,1.0
25182,YDNtF_mGzQes,Yes,Yes,popular,False,0.0,True,1.0
28443,YAI1OweEW8C0,No,No,adversarial,False,0.0,True,1.0
15187,Y1j5NMuq1X30,No,No,popular,False,0.0,True,1.0
6395,Y0rSETXszQM0,No,Yes,popular,False,0.0,True,1.0
28862,YmW1EpJYcy_E,Yes,Yes,adversarial,False,0.0,True,1.0
22507,YAj_VMUSNjNM,Yes,Yes,adversarial,False,0.0,True,1.0
28367,YDjKGzOe_COc,Yes,Yes,popular,False,0.0,True,1.0
16071,Yoklu5ZJD_2U,No,No,popular,False,0.0,True,1.0
23256,Y9vZDsGjyh5M,Yes,Yes,random,False,0.0,True,1.0
30194,YSQHYl2Kp5ww,No,Yes,popular,False,0.0,True,1.0
9289,YfrOqlk0Wm5Y,No,Yes,adversarial,False,0.0,True,1.0
27274,Y3qTL7QRk-tg,No,No,popular,False,0.0,True,1.0
15170,Y4_Cak7gvly4,Yes,No,popular,False,0.0,True,1.0
21522,Y3XuyGJqaXv8,No,Yes,popular,False,0.0,True,1.0
14120,YNi3dIj90Oa4,No,Yes,popular,False,0.0,True,1.0
10585,YxQDq3A4Zfbo,No,No,random,False,0.0,True,1.0
26729,YWLzzpzOKtnY,No,No,popular,False,0.0,True,1.0
6896,Y6NBPiArs2-w,Yes,Yes,random,False,0.0,True,1.0
26526,YpHNMcX-9FDs,No,No,popular,False,0.0,True,1.0
979,YqZEIs6tS5vk,No,Yes,random,False,0.0,True,1.0
9640,YwoadpeAGHUQ,Yes,Yes,adversarial,False,0.0,True,1.0
4117,Y9XqkKuTqEOM,No,No,random,False,0.0,True,1.0
15682,Y4fz0-Kx2oNs,Yes,Yes,random,False,0.0,True,1.0
25091,Y8nUqSYC66mI,No,No,popular,False,0.0,True,1.0
27542,Y1IoHRTUp86c,No,Yes,adversarial,False,0.0,True,1.0
17117,YBGEMgl1xjac,No,No,random,False,0.0,True,1.0
15691,YlTfNLKEy1RU,Yes,No,popular,False,0.0,True,1.0
7757,Y-EQByFLFqig,No,No,random,False,0.0,True,1.0
20981,Y404cD3bVXDc,No,No,popular,False,0.0,True,1.0
505,Yu84FiZ_omhA,Yes,Yes,adversarial,False,0.0,True,1.0
19272,Yvsy1IpYmrSY,No,Yes,adversarial,False,0.0,True,1.0
15315,YBLMWD6fxhpo,Yes,No,adversarial,False,0.0,True,1.0
929,Y4IeDBwyQ9ZQ,No,Yes,random,False,0.0,True,1.0
30722,YgW7s3YAthpI,No,Yes,adversarial,False,0.0,True,1.0
30790,YF-47fRplQEc,No,Yes,popular,False,0.0,True,1.0
5867,Y6OlHuvJR_Dk,No,No,adversarial,False,0.0,True,1.0
22057,YsqWyxUObwkw,No,No,popular,False,0.0,True,1.0
8734,YwNiYSYJXssA,No,Yes,popular,False,0.0,True,1.0
7811,Y59VP93Tzjmg,No,Yes,adversarial,False,0.0,True,1.0
17469,YGPj8h-WcjWs,No,Yes,random,False,0.0,True,1.0
14527,YC5kmOK_l4jc,Yes,Yes,adversarial,False,0.0,True,1.0
15011,Y1j5NMuq1X30,No,No,adversarial,False,0.0,True,1.0
27579,Y54eRRbCtPn8,No,No,popular,False,0.0,True,1.0
20508,YP12nvSpKXcs,No,No,adversarial,False,0.0,True,1.0
25542,Y_9mgOkzm-xg,No,Yes,popular,False,0.0,True,1.0
26679,Ygbi6MxPf3hA,Yes,No,adversarial,False,0.0,True,1.0
11631,YtaYKM1OSTwE,No,No,random,False,0.0,True,1.0
19786,Y5I8lmN8rwDM,No,No,random,False,0.0,True,1.0
13763,YMBP4RcnwGZw,No,No,popular,False,0.0,True,1.0
11576,YKel-hfZ_9h8,Yes,Yes,popular,False,0.0,True,1.0
7154,YXrJcmftCY04,No,No,adversarial,False,0.0,True,1.0
1068,YFR7BDRhMATo,Yes,Yes,random,False,0.0,True,1.0
5864,YOUUckswAaNI,Yes,No,popular,False,0.0,True,1.0
22632,Yf8WPf5F22xI,Yes,Yes,popular,False,0.0,True,1.0
22572,YoiIi6H83Y38,Yes,No,popular,False,0.0,True,1.0
23651,YjinJkonlrWc,Yes,No,popular,False,0.0,True,1.0
11532,Y2KR0C5ysO8o,No,No,popular,False,0.0,True,1.0
14440,Yos_2U4xqTqw,No,No,adversarial,False,0.0,True,1.0
7207,YB8rdur4aams,Yes,Yes,random,False,0.0,True,1.0
21706,YFeHndzYAUkg,Yes,Yes,random,False,0.0,True,1.0
22895,Y1HCuBnPLMqQ,Yes,Yes,adversarial,False,0.0,True,1.0
26022,YBrPFQDr99Gg,Yes,Yes,random,False,0.0,True,1.0
15377,Yoklu5ZJD_2U,No,Yes,random,False,0.0,True,1.0
1027,YArHiac57pVk,Yes,Yes,adversarial,False,0.0,True,1.0
23983,Y9vZDsGjyh5M,Yes,No,adversarial,False,0.0,True,1.0
14675,YMjSegUnQXr4,No,Yes,popular,False,0.0,True,1.0
22155,YFlk-X0gwjF4,Yes,No,adversarial,False,0.0,True,1.0
7020,YXIooZl1QdM4,Yes,Yes,popular,False,0.0,True,1.0
3104,YE6FH_xp3I54,Yes,Yes,popular,False,0.0,True,1.0
5819,YAgaiowyYt88,No,No,adversarial,False,0.0,True,1.0
16596,YemGPabOePzA,Yes,Yes,adversarial,False,0.0,True,1.0
1895,Y31WGUPOYS5g,No,Yes,popular,False,0.0,True,1.0
5292,YzIgGMlZENTs,Yes,Yes,popular,False,0.0,True,1.0
20693,YhFCmq9pCBbM,Yes,Yes,adversarial,False,0.0,True,1.0
8729,YU90e2P9jy30,Yes,No,adversarial,False,0.0,True,1.0
26814,YMkbP_8zJwXU,No,No,adversarial,False,0.0,True,1.0
18392,YNlKlRKz8OKI,No,Yes,adversarial,False,0.0,True,1.0
29156,YQ0anPAIkfBE,No,No,random,False,0.0,True,1.0
26882,YtB8TiiXwKmA,Yes,Yes,popular,False,0.0,True,1.0
27696,YK8-b0VtNOqA,Yes,Yes,popular,False,0.0,True,1.0
