entry_id,audio_index,label,response,correct,mean_angle,std_angle,angle_count,sampling_method,vsv_lambda
22878,Y67BsqRkh-dU,No,Yes,False,83.25545525550842,5.00139232238244,64,adversarial,0.05
24758,YIdBDl9Wr51A,Yes,Yes,True,84.49357930819194,5.208336932311593,96,popular,0.05
26079,YcK2kSVR1d2o,No,No,True,86.75409038861592,4.301197590161503,96,random,0.05
18543,YDc2WEiRk0rA,Yes,Yes,True,84.93158102035522,6.2585667214657175,64,popular,0.05
5004,Y79XDcI6xZm0,Yes,Yes,True,89.68836585680644,4.352682800979386,96,adversarial,0.05
23605,YtJhVH3VIrnE,Yes,No,False,86.89394728342693,5.531806347282124,96,adversarial,0.05
7770,YbmEF-c-M174,Yes,No,False,87.1730264822642,3.646204273677812,96,adversarial,0.05
17787,YynHdcJ9Oqaw,No,No,True,87.63511482874553,3.4266772140948905,96,adversarial,0.05
26672,YBUAPM4D3-h8,Yes,Yes,True,86.48700857162476,4.601550988566489,64,random,0.05
675,YyfYNPWs7mWY,No,Yes,False,87.20266095797221,3.0653847774198506,96,adversarial,0.05
11093,YxQDq3A4Zfbo,No,Yes,False,88.38910067081451,2.6364180857427844,64,adversarial,0.05
16942,Y2UNuMbxz9ds,No,No,True,85.24500401814778,8.331610686031365,96,random,0.05
19731,YIsUG5SKWNZA,No,Yes,False,85.29917788505554,4.532124631906859,96,popular,0.05
6050,YfwhkCnOeyC0,Yes,Yes,True,83.76489933331807,6.903751436934263,96,random,0.05
4726,YQHfyKaOHSz4,No,Yes,False,84.15488835175832,8.208510400779042,96,popular,0.05
8584,Y3qrVku794u0,Yes,Yes,True,83.39068192243576,8.91864014907514,64,random,0.05
18035,Y3ue0gJM0THk,Yes,No,False,85.79466032981873,4.917770977683643,96,adversarial,0.05
30934,Y-Sz4z0QwEuM,No,No,True,85.58265368143718,6.744146204484189,96,adversarial,0.05
29902,Y6dLkgq9EKPE,No,No,True,84.78874158859253,4.273474508042648,96,popular,0.05
9192,YE3D_z0aoUEg,Yes,Yes,True,86.77901005744934,5.773526213692484,64,random,0.05
25303,Y1Og2TJ3bXW0,Yes,Yes,True,85.90918413798015,3.618050016918591,96,adversarial,0.05
15882,Y5rh5-MCjqq8,Yes,No,False,87.49281009038289,3.3586078859048674,96,popular,0.05
19279,YTgxst7Ft9js,Yes,No,False,85.9131584962209,4.008918827658753,96,adversarial,0.05
29202,YR8bHTHnF8j4,No,Yes,False,84.32212018966675,6.13533167059075,96,popular,0.05
4812,YlJayhiVzl_E,Yes,Yes,True,88.00685131549835,3.6058027132913453,64,random,0.05
12361,YnU-AI3Cmc3M,Yes,No,False,88.47830295562744,2.9805010168617168,96,popular,0.05
7626,Y3wrdPAeqjVI,No,No,True,86.06086166699727,4.075508661988885,96,adversarial,0.05
23668,YoNHCc_izsDE,Yes,Yes,True,84.45717112223308,5.9044511277654825,96,random,0.05
21107,YUAmDLPjNyMg,Yes,Yes,True,87.13190738360088,3.1857509224743947,96,adversarial,0.05
26566,Y_z6pymOet7g,Yes,Yes,True,85.3672149181366,4.432751138484897,64,adversarial,0.05
9799,Yir1XTdyt4IY,Yes,No,False,86.10639341672261,7.012246190770242,96,adversarial,0.05
12278,YdZDgJzGtLLU,Yes,Yes,True,87.19749891757965,4.662312933259352,64,random,0.05
22063,YkF1KWybdRpM,Yes,Yes,True,86.88861592610677,4.650568560813963,96,random,0.05
9657,YnlC4UI4hZ60,No,Yes,False,83.43723845481873,7.303140016633108,64,popular,0.05
12582,YFL8KTgMGrN4,Yes,Yes,True,86.64574058850606,3.672030525031058,96,adversarial,0.05
3909,YjjHIINDfE1c,Yes,Yes,True,86.12780507405598,7.302073077803509,96,popular,0.05
28620,Y6ukYSXzfEgQ,Yes,Yes,True,86.6726006269455,4.149299993424773,64,popular,0.05
8402,YEvZ3jOMYWxk,No,No,True,85.31762862205505,4.0883835109568425,96,adversarial,0.05
15101,Y0_ogYGDGDco,Yes,Yes,True,85.01752837498982,4.703146669886486,96,random,0.05
1873,Y5QZ0NtdoKJ8,No,No,True,86.3136477470398,3.5200908820759342,96,random,0.05
16420,YC4JwGJQ2dUA,No,Yes,False,87.53570532798767,3.8934626511702133,64,adversarial,0.05
27985,YwbPmnxCLoRQ,No,No,True,88.68694225947063,4.023627958029569,96,popular,0.05
19534,YPvWI4p74UOs,No,No,True,88.00621724128723,3.738443413376088,96,random,0.05
26643,YcNARVD02-tw,Yes,No,False,89.07939569155376,3.715909683620935,96,popular,0.05
19881,YmYQrjcYNrW0,Yes,Yes,True,87.23875459035237,4.625017040680059,96,popular,0.05
1255,Yzq00Oe1ecpE,No,Yes,False,84.48745036125183,4.977408464112843,96,popular,0.05
3613,YKvrcRMfFzOE,Yes,Yes,True,88.18853608767192,5.3154318298150764,96,adversarial,0.05
12791,Y7XXSOzDQ2z0,No,No,True,87.40848290920258,6.5209055618061305,96,popular,0.05
11726,YPuLuZ_TXv-0,No,No,True,87.73310367266338,3.732539988145823,96,popular,0.05
10681,YszkiW0GXEOI,Yes,Yes,True,87.13638818264008,4.903534437794868,64,random,0.05
2267,Y0a9wVat2PWk,No,No,True,85.5663145383199,4.319409902445655,96,popular,0.05
27066,YMkbP_8zJwXU,No,No,True,86.90686233838399,4.638196874360149,96,popular,0.05
24283,Yyau2WIRkxb8,No,No,True,86.1366593837738,5.759335808737673,96,random,0.05
22944,Y2msevPMQB4M,Yes,Yes,True,84.86771035194397,5.82893149252815,64,random,0.05
6147,Y2ymiXjImwGs,No,Yes,False,87.12222015857697,6.35559138358017,64,adversarial,0.05
9210,Y1e98HeU9Vrg,No,Yes,False,86.68974685668945,3.988858728831114,96,adversarial,0.05
23059,YXz56Q2Q5j5c,Yes,Yes,True,85.0298421382904,5.962104475359792,64,random,0.05
11875,Yy1a8PntuXYw,No,No,True,86.0100326538086,4.754043008592289,96,popular,0.05
22813,Y0yETgW44MZU,Yes,Yes,True,89.34458303451538,2.599089554522845,64,adversarial,0.05
717,YMe4npKmtchA,Yes,Yes,True,85.42658853530884,5.123948868026134,96,random,0.05
19638,YkXjzsroVTtw,Yes,Yes,True,86.4710689385732,3.7600974548330623,96,popular,0.05
24312,Y9MgGaTbmc6g,No,No,True,85.29964232444763,5.503314745051114,96,popular,0.05
30469,Yo7jW6Suyfbs,Yes,Yes,True,87.29654574394226,4.349734441830213,64,adversarial,0.05
8257,YHVz-FJBf_iM,Yes,No,False,86.75296274820964,4.4834872506444725,96,popular,0.05
13763,YMBP4RcnwGZw,No,Yes,False,87.0716114838918,3.394835787483378,96,popular,0.05
3255,YhJtOGmN_KVw,No,No,True,86.46107077598572,4.147525999820264,96,adversarial,0.05
20247,YTaQKhIRwii4,Yes,Yes,True,83.02518196900685,7.207766487769068,96,adversarial,0.05
29906,YJhGp7HmRQxg,No,Yes,False,85.8234629034996,8.19933276633685,64,random,0.05
28447,YvaujJ7msKfc,No,Yes,False,86.83252739906311,3.4698340988676697,96,random,0.05
29822,Y1vCYiVvZ7VE,Yes,Yes,True,87.9420353571574,4.097248244807665,96,popular,0.05
24910,YgkWd1HugK2w,No,Yes,False,85.5823134581248,6.143691308665271,96,adversarial,0.05
16553,YBa92IrXFvJo,Yes,Yes,True,86.27876830101013,4.4473148692765205,96,random,0.05
2989,Yu9px4Lwv9XI,No,No,True,88.21736764907837,3.865450777037168,96,popular,0.05
23910,YW4GEwnXc9tQ,Yes,Yes,True,84.12219023704529,7.473541827848937,64,adversarial,0.05
25565,Y1Og2TJ3bXW0,Yes,Yes,True,87.04241832097371,3.0605440556401415,96,popular,0.05
10885,YV4PLSw_WzVw,Yes,No,False,86.71863865852356,4.414494864773368,96,adversarial,0.05
21733,Ya3GzZKxUTy8,Yes,Yes,True,86.13935899734497,4.759045121080526,96,popular,0.05
21522,Y3XuyGJqaXv8,No,Yes,False,82.6178850531578,9.830712732920016,64,popular,0.05
25373,Y0On6-JiVwRs,No,No,True,84.43932032585144,6.350656282566824,96,popular,0.05
15540,Yx5AH2gW_8S4,Yes,Yes,True,84.98355829715729,6.019047581419486,64,random,0.05
24119,Y9hxFqltp3xw,Yes,Yes,True,84.85797397295634,4.016313056865487,96,popular,0.05
6097,YEbpOXac13yo,No,Yes,False,88.68365812301636,3.1403514649164643,64,random,0.05
5857,Y2ymiXjImwGs,No,No,True,89.20534908771515,5.627547384487894,64,random,0.05
20155,YESjMIqrvRj4,No,No,True,87.13063192367554,4.612642174273263,96,popular,0.05
22164,YsI7_ycEYzAY,No,No,True,86.91238109270732,3.410099981626067,96,popular,0.05
24967,YiOCpICiu4LA,No,No,True,87.7607774734497,4.020732771187098,96,random,0.05
19935,YEBCH7TPgiPc,No,Yes,False,86.50639239947002,4.736542605875233,96,random,0.05
126,YYQSuFyFm3Lc,No,Yes,False,88.05125284194946,3.4478901025669395,64,adversarial,0.05
3210,YOMGHnJV0l2U,Yes,No,False,87.70740874608357,2.8612081698257676,96,popular,0.05
11631,YtaYKM1OSTwE,No,No,True,86.39795931180318,5.3055427313428725,96,random,0.05
21580,YC9NC7wJ7C3w,No,No,True,84.84205090999603,4.971485535588579,96,popular,0.05
24764,YFi4-IqJo2xQ,No,No,True,86.23207378387451,4.33518911203833,96,random,0.05
6930,YJQz40TkjymY,Yes,Yes,True,85.16267311573029,6.195539651390561,64,random,0.05
12258,YnU-AI3Cmc3M,Yes,No,False,88.46962285041809,3.0867909666030764,64,adversarial,0.05
25740,YHdPSebdDxe4,No,Yes,False,87.57334911823273,2.063113127205579,64,random,0.05
2085,Ydxow2DcTrwk,No,Yes,False,89.3857810497284,4.453360307611807,96,random,0.05
4726,Y2JutOgAnqWA,Yes,Yes,True,83.21003925800323,7.025929232855286,64,adversarial,0.05
4363,Y9XqkKuTqEOM,No,No,True,87.00325004259746,3.6846604167729473,96,popular,0.05
22127,YHqndxoujCYI,No,No,True,85.80235886573792,5.55891055599749,64,popular,0.05
1463,YCefFMA3klxk,No,Yes,False,88.93890674908955,3.6780838681611665,96,random,0.05
19407,YOxUVcZmeiyI,No,No,True,86.84680024782817,4.046513715517552,96,adversarial,0.05
7002,YQARuiRtfy-k,Yes,Yes,True,84.63455641269684,6.811815244091195,64,adversarial,0.05
4245,YNJEPbGVBJIQ,No,Yes,False,85.70323181152344,3.93529152970969,96,adversarial,0.05
1050,YqZEIs6tS5vk,No,Yes,False,86.73635880152385,4.661544016039854,96,adversarial,0.05
28281,YK-7Y8yhcUiw,Yes,Yes,True,88.40522241592407,2.7126714594738925,96,adversarial,0.05
6389,YEbpOXac13yo,No,Yes,False,84.65742886066437,6.071094348476658,64,adversarial,0.05
27167,YI_8KqxP5xOA,No,No,True,85.46341466903687,5.29864552448075,64,adversarial,0.05
24827,Yr2KhpX_QgXA,No,Yes,False,89.17842634518941,3.6974381802192844,96,random,0.05
16867,Y_oKXrY5Ff0g,Yes,No,False,88.51011856396993,3.336396836813693,96,popular,0.05
20795,YKJKHDKKW3XU,Yes,No,False,86.14912871519725,5.689247148993293,96,popular,0.05
12627,Yt1hj7se76wQ,Yes,Yes,True,87.07937137285869,5.548170725886677,96,random,0.05
13420,YBA-lFjpzad4,No,Yes,False,86.23621280988057,3.944082523261327,96,adversarial,0.05
6749,Y4Ujigme2IxY,Yes,Yes,True,87.18836510181427,4.513309936225928,64,popular,0.05
10253,YPg2cWEnEEvc,No,No,True,85.7465767065684,6.123405340033254,96,adversarial,0.05
5052,YqF72bT878gw,Yes,Yes,True,86.9996554851532,4.753922466485749,96,random,0.05
12201,YPkmpxrsidZM,No,Yes,False,87.13309876124065,2.8992857639801293,96,random,0.05
11946,YL8dA-2Lu2hY,No,Yes,False,84.77244424819946,5.025018802283734,96,adversarial,0.05
2324,YJnSwRonB9wI,Yes,Yes,True,87.16445922851562,4.777910291375665,64,random,0.05
515,YPLHXGDnig4M,Yes,Yes,True,84.90299236774445,5.570254050769399,64,random,0.05
23681,Y7MLERaOgK_Y,No,Yes,False,83.52355754375458,6.800206926966064,64,adversarial,0.05
20008,YW7OJevEgq7w,No,Yes,False,85.21264308691025,7.127445017817406,64,popular,0.05
18317,YZ_smJ66Tb3c,No,Yes,False,85.67604621251424,5.157890275097886,96,adversarial,0.05
17680,YAR8-MVl_Mf8,No,Yes,False,87.52718774477641,5.1486763983657005,96,adversarial,0.05
30023,YQ0anPAIkfBE,No,Yes,False,85.3835084438324,3.9381151883277017,96,adversarial,0.05
23154,Y9hxFqltp3xw,Yes,Yes,True,84.18964755535126,5.405833139645981,64,random,0.05
7587,YD9GHUPGWsV0,No,No,True,86.92337195078532,4.493755458986464,96,random,0.05
10356,YLxu-3_h4kc4,Yes,Yes,True,86.21156823635101,5.39797898335562,64,random,0.05
17524,Y2JV3emH50XU,No,Yes,False,87.10509991645813,6.446937691000148,96,popular,0.05
9725,Y2ItTq2JShdU,No,Yes,False,85.04569792747498,6.333310067390268,64,adversarial,0.05
30181,YCwxgQS3SXic,No,No,True,86.26915788650513,4.191503098333504,96,adversarial,0.05
14682,Y86dNVnTwH6U,Yes,Yes,True,86.1069811185201,4.010734400686053,96,adversarial,0.05
30167,YXWw7ZM1c_QA,Yes,Yes,True,87.42454302310944,2.848888412067992,64,popular,0.05
505,Yu84FiZ_omhA,Yes,No,False,86.2626600265503,5.881381473241957,96,adversarial,0.05
7988,YEvZ3jOMYWxk,No,No,True,85.63279231389363,3.402388959908407,96,random,0.05
9032,Y3qrVku794u0,Yes,Yes,True,84.33839813868205,6.761104925703311,96,popular,0.05
24964,Y3Sml1wHcuxo,No,No,True,86.42592112223308,4.112053475382769,96,popular,0.05
30270,YOFVzrakJhbw,Yes,Yes,True,87.8590640227,3.957500491863579,96,adversarial,0.05
3848,YjjHIINDfE1c,Yes,Yes,True,85.9568858941396,7.278668697153802,96,adversarial,0.05
15878,Y2EsxcKe1A4w,No,Yes,False,83.42337973912556,9.367476787770666,96,popular,0.05
29471,Y5K1mISHwggI,Yes,Yes,True,86.35590211550395,3.698674636893474,96,popular,0.05
21388,YC9NC7wJ7C3w,No,No,True,85.05766693751018,4.265657285128814,96,adversarial,0.05
25439,YpHNMcX-9FDs,No,Yes,False,86.83042629559834,5.058378192700606,96,random,0.05
25535,Ym8wV38lf2jg,No,Yes,False,87.09144854545593,3.626167209831525,64,random,0.05
18094,Y5xC4hkAWiao,No,Yes,False,84.20086777210236,6.151951200221812,64,adversarial,0.05
20092,YI4HpYGMMsz4,Yes,Yes,True,84.98226833343506,4.06008220210717,96,random,0.05
3168,YOMGHnJV0l2U,Yes,No,False,86.18304308255513,4.761887823019046,96,adversarial,0.05
12793,YU3CAjsm1sec,No,No,True,85.71408287684123,4.595195375359732,96,adversarial,0.05
29710,Ylq9RvAA4mqY,No,Yes,False,86.11157822608948,3.715855597033315,96,random,0.05
11119,YPuLuZ_TXv-0,No,Yes,False,87.2076047261556,4.176892810738418,96,random,0.05
15757,YLVvS3s9dFKw,No,Yes,False,85.89816466967265,4.126064982410511,96,popular,0.05
27567,Y6pssFJ0m-kU,Yes,Yes,True,85.34603118896484,6.881029012085334,64,popular,0.05
13063,YMBP4RcnwGZw,No,No,True,88.5120747089386,3.193244614281961,96,random,0.05
11443,Yhmd6pa2e_rs,Yes,No,False,87.68729758262634,2.5272171719453356,96,popular,0.05
6730,Y0Rpjl1AO-P0,Yes,No,False,86.94137374560039,4.384861746002679,96,adversarial,0.05
5431,YrgrmLLhxoCQ,No,No,True,85.14181407292683,6.786341146388245,96,popular,0.05
13578,Y3kBlVLkN0zo,No,No,True,86.62613868713379,4.718334506129825,96,random,0.05
28581,Y0AsXkZkqelg,No,No,True,86.12672297159831,5.2177961223283695,96,popular,0.05
18916,Y4YodC6RnplI,Yes,Yes,True,85.01029932498932,5.049901715755968,64,random,0.05
7568,Yvigslb0kClE,Yes,Yes,True,86.76319281260173,9.2428011947122,96,popular,0.05
25612,Yg_P29ucKj78,Yes,Yes,True,86.4064842859904,3.9761216117580993,96,popular,0.05
7901,Yj0KvrVE_Oww,Yes,Yes,True,85.084973971049,5.924742994718579,96,random,0.05
27613,YAI1OweEW8C0,No,Yes,False,87.32848978042603,4.247608775560323,96,random,0.05
22946,YZ7yDwpdGelM,No,Yes,False,87.13130696614583,3.160959129872329,96,popular,0.05
13800,Yb1PXsfgQw5w,No,No,True,85.68123825391133,6.175093514876678,96,adversarial,0.05
25443,YBDpU2Qh77NE,Yes,Yes,True,86.46737885475159,4.139903514505704,96,adversarial,0.05
14487,YeNG6fEiAE8c,Yes,Yes,True,85.81697750091553,3.758866666052506,96,adversarial,0.05
17914,YvfNKduToki4,No,Yes,False,85.488831837972,3.7585310039556115,96,adversarial,0.05
6192,Y-DmjkgWa-rw,No,No,True,88.29863500595093,4.583768213344209,96,adversarial,0.05
17787,YZ_smJ66Tb3c,No,No,True,88.28739436467488,3.666722307276406,96,random,0.05
12796,YCfxWJ1Qoufg,Yes,Yes,True,87.28707253932953,3.3912620859509484,64,random,0.05
19067,YmYQrjcYNrW0,Yes,Yes,True,87.01741560300191,4.609591379885151,96,random,0.05
2404,YEzWEO2WD_MM,No,Yes,False,84.75060367584229,6.531412307902554,64,adversarial,0.05
20930,Y6CDl4CqOgMg,Yes,Yes,True,84.28551451365153,8.107457080320101,96,random,0.05
18564,YS_3aeOvniZc,No,Yes,False,89.44874827067058,3.35741449447064,96,random,0.05
12388,YcFHFVGOtp6g,Yes,No,False,87.75774892171223,2.782646323114874,96,adversarial,0.05
16218,YVZLZ08k3YeA,No,No,True,85.80376716454823,5.0809654451059085,96,adversarial,0.05
16194,Y32565FEuksc,Yes,Yes,True,84.19307541847229,6.809552317961991,64,random,0.05
18826,YZ-SIyOChVh8,Yes,No,False,87.60070554415385,4.4550896808590705,96,adversarial,0.05
25894,Y8GHLfJ6y6zA,Yes,No,False,85.7478376229604,2.634805402966178,96,adversarial,0.05
4908,YCh0LMmhBUg4,No,Yes,False,86.0440719127655,3.671347608611637,96,popular,0.05
4733,YSE_3nszEw7o,Yes,Yes,True,85.53905010223389,6.452511286080546,96,popular,0.05
1797,YQvATUKXYFBs,No,Yes,False,86.05222189426422,6.096702725208969,96,popular,0.05
21651,YmWqH2xwjkYA,No,No,True,86.02451213200887,3.729534243060346,96,adversarial,0.05
2748,YWWkhzcmx3VE,Yes,Yes,True,84.97209791342418,6.504821801016851,96,random,0.05
28857,YS0SQyFXbqF8,No,Yes,False,85.80631935596466,5.112433312098119,64,random,0.05
18961,YwOFBldBFRNk,No,No,True,87.62061794598897,4.84112898691974,96,adversarial,0.05
8344,YPMMdAKZxI_I,No,No,True,86.47675490379333,3.781692432229714,96,popular,0.05
11030,YYflmW68gL4E,Yes,Yes,True,87.3443333307902,7.606213329179058,96,adversarial,0.05
1389,YH-vTZh81qAU,No,No,True,88.93764400482178,4.184749403945714,96,popular,0.05
29021,YXWw7ZM1c_QA,Yes,Yes,True,85.42984688282013,4.900240405305115,64,random,0.05
29308,YmGa2JgAiKV8,No,Yes,False,85.21802401542664,4.353420025757271,96,random,0.05
18835,YkXjzsroVTtw,Yes,Yes,True,88.07505702972412,3.194480334664543,64,random,0.05
25542,Y_9mgOkzm-xg,No,Yes,False,82.22441792488098,8.288607498488192,64,popular,0.05
18055,Ygf6H_MWCqjw,No,Yes,False,87.62289488315582,4.100277144921693,64,random,0.05
20794,YI4HpYGMMsz4,Yes,Yes,True,85.99611282348633,3.9084338807639925,64,adversarial,0.05
4544,Yfx4r_KuW6No,Yes,Yes,True,83.03790457248688,6.173366844832017,320,adversarial,0.05
8682,YITlqMkR5alY,No,Yes,False,86.69181489944458,6.5186962896478615,64,popular,0.05
13518,YwrQDkX0NbTA,No,No,True,86.54338681697845,7.497053107926975,96,random,0.05
30722,YgW7s3YAthpI,No,Yes,False,88.15520763397217,3.3423095307029507,64,adversarial,0.05
21173,Y0qbHT34qTZE,No,Yes,False,85.30656226476033,5.1577546733696344,96,adversarial,0.05
1895,Y31WGUPOYS5g,No,Yes,False,86.89662472407024,5.391618934251271,96,popular,0.05
6474,YJon_DEFqsfM,Yes,Yes,True,84.99936437606812,6.003437348418103,96,random,0.05
14037,Y13CBvjHZhOA,Yes,Yes,True,85.73365545272827,7.024129595593037,64,popular,0.05
17594,YeRU-rABp8nk,Yes,Yes,True,81.89497033754985,7.2817101888820925,96,random,0.05
25666,YQoEal_hKz4Q,No,No,True,85.30044428507487,3.7160218943520844,96,popular,0.05
2761,YPtW0cZVprJQ,No,Yes,False,83.28993487358093,6.481016996864172,320,popular,0.05
22941,YLBe33dw9ezg,No,No,True,85.32128167152405,4.863854479761097,96,adversarial,0.05
20762,Y9dLLsZVRSZI,No,No,True,88.98293447494507,4.1003082673937,96,popular,0.05
9576,YJfaj4P3us9M,No,Yes,False,86.12669587135315,6.449922220713327,64,popular,0.05
11532,Y2KR0C5ysO8o,No,No,True,85.71976065635681,4.771025135873885,64,popular,0.05
25804,YtB8TiiXwKmA,Yes,Yes,True,84.24692571163177,6.128442373561715,64,random,0.05
21799,Y2bq2lc3DLwM,No,Yes,False,86.56119243303935,3.898531864358867,96,popular,0.05
31166,Y-JP1GqPEKtw,Yes,No,False,86.43534791469574,3.563133123584781,64,popular,0.05
6923,YuJzAf4PaExI,No,Yes,False,86.84415888786316,3.6653526461293318,64,random,0.05
1842,YYEYeQ0lIkBQ,Yes,No,False,85.9635299841563,5.331296918581328,96,adversarial,0.05
15923,YDzKjogSVOLM,No,No,True,86.6777704556783,5.640140713624772,96,popular,0.05
19910,YnLtNjMimLE0,Yes,No,False,90.0846578280131,2.938639264777485,96,adversarial,0.05
22380,YFlk-X0gwjF4,Yes,No,False,87.24357390403748,3.5566779360596215,96,popular,0.05
26130,YNtQiduPRiRg,No,Yes,False,84.60102438926697,5.604634518055074,96,popular,0.05
23371,YNmmbNqmsPaY,No,No,True,87.51769232749939,4.056871319377598,96,adversarial,0.05
30446,YF-47fRplQEc,No,Yes,False,85.44986788431804,4.668191772401198,96,adversarial,0.05
4945,YVE6Ku0-ucUM,No,Yes,False,82.40832249323527,7.471418054268663,96,popular,0.05
9041,YLWng-4PDzPM,No,Yes,False,87.95375212033589,7.587825941343865,96,adversarial,0.05
29430,Yz1ax0QPpd14,Yes,No,False,88.20626664161682,4.057085058894716,96,popular,0.05
2289,YEzWEO2WD_MM,No,No,True,85.52178955078125,4.708556746481112,96,random,0.05
20734,YD4s5aHrsBgs,Yes,No,False,88.88603496551514,6.643328236354769,96,adversarial,0.05
151,YVjSEIRnLAh8,Yes,Yes,True,84.69969646135966,4.193093259037867,96,popular,0.05
11816,Yh3UhoHIMfpw,Yes,Yes,True,88.30072983105977,2.935716285218438,96,random,0.05
1300,YztSjcZNUY7A,Yes,Yes,True,86.66848921775818,4.12676989994445,64,popular,0.05
30871,Y9z8XIRyUq9Q,Yes,Yes,True,85.92778627077739,3.798813790362437,96,popular,0.05
17117,YBGEMgl1xjac,No,No,True,88.88835231463115,3.399647150990588,96,random,0.05
25225,YDrCm-HpX67k,No,Yes,False,89.44712829589844,4.4189666048871095,96,random,0.05
22762,YkF1KWybdRpM,Yes,No,False,86.83993236223857,4.15264720967371,96,adversarial,0.05
21664,YoiIi6H83Y38,Yes,Yes,True,84.7941239674886,4.785153245062666,96,random,0.05
11312,Yhmd6pa2e_rs,Yes,No,False,87.48275017738342,2.7930103074474713,64,adversarial,0.05
30671,YJhGp7HmRQxg,No,Yes,False,86.56470274925232,6.620882152081769,64,adversarial,0.05
4899,YgQMTOKsCIyk,No,Yes,False,87.52874263127644,3.684555193085455,96,random,0.05
3638,YjjHIINDfE1c,Yes,Yes,True,86.33898035685222,7.198956609942196,96,random,0.05
4439,YQHfyKaOHSz4,No,Yes,False,87.5042537053426,4.635547809688109,96,random,0.05
19050,YsbW7XwwUtSU,No,No,True,85.42944979667664,6.766935250584083,96,random,0.05
22027,YZ7yDwpdGelM,No,Yes,False,89.03722786903381,3.249152088948622,64,random,0.05
10585,YxQDq3A4Zfbo,No,No,True,87.95739396413167,3.6386410184317928,96,random,0.05
5065,Y79XDcI6xZm0,Yes,Yes,True,84.10916662216187,7.317761075551406,64,popular,0.05
4171,YUhCzD6EBJBU,No,Yes,False,87.45555408795674,4.062577310580042,96,random,0.05
28646,YBoe3MeEpn_c,No,Yes,False,85.31576518217723,8.960758606758985,96,popular,0.05
417,Y_xylo5_IiaM,No,Yes,False,86.30468511581421,3.8620645903844624,64,adversarial,0.05
3526,YxYwpABpZed4,No,Yes,False,82.39513456821442,6.296529836181839,96,popular,0.05
26834,YBrPFQDr99Gg,Yes,Yes,True,87.23806635538737,3.741046232533039,96,adversarial,0.05
3323,YhJtOGmN_KVw,No,No,True,84.45481006304423,5.931829775662478,96,popular,0.05
929,Y4IeDBwyQ9ZQ,No,Yes,False,87.439954439799,3.4769392329358713,96,random,0.05
21245,Y-R69Fa-mCaY,Yes,Yes,True,85.22425353527069,5.109520838077521,64,adversarial,0.05
20141,YuY4fe5DT1gI,Yes,Yes,True,85.4015524983406,9.749100728399295,64,random,0.05
18108,YSePTNAN7s-w,Yes,Yes,True,86.32905435562134,3.2779951542349504,96,random,0.05
15966,YGIOApFAWDOc,Yes,No,False,86.90958452224731,4.328931652861034,96,popular,0.05
1658,YFA11v4SmdBc,No,No,True,85.9304343064626,3.802114609799153,96,adversarial,0.05
2852,Y3wV3ST-c4PE,No,No,True,87.89230267206828,3.0890265122927967,96,adversarial,0.05
5297,YLKhokVsJhN0,No,No,True,86.31196053822835,5.160269664510059,96,random,0.05
10629,Yo_3MDLl_aH0,Yes,No,False,89.20557403564453,6.274591152528957,96,adversarial,0.05
21723,YDn3buZWMzwY,No,Yes,False,85.410125374794,5.840540842832426,64,adversarial,0.05
17271,YlTJLvSvjUZk,No,No,True,91.03788908322652,6.04615775936853,96,adversarial,0.05
6708,Ybpv_LneHmfU,No,Yes,False,85.02826197942098,4.593193627826252,96,adversarial,0.05
11279,YeUecAF626A8,No,Yes,False,84.75156720479329,5.8501412804532285,96,adversarial,0.05
17993,YajheseWZmmU,Yes,Yes,True,87.15564095973969,3.9639948888813286,64,popular,0.05
5356,YYqYCDis3EUA,No,No,True,84.40369081497192,7.535055402980267,96,random,0.05
26216,YFc9pG54DDJM,Yes,No,False,84.58080673217773,5.637126650510961,96,adversarial,0.05
7248,Y3wrdPAeqjVI,No,Yes,False,88.09659846623738,3.130814154251009,96,random,0.05
29005,YxnVqvc7N7Po,Yes,Yes,True,86.11063802242279,4.05342660570155,64,popular,0.05
5024,YHeEa1GZpUGI,Yes,Yes,True,85.74905741214752,6.666530317127363,96,popular,0.05
2367,YEYTz1LPDHsc,No,No,True,86.00523781776428,5.14284956685732,96,popular,0.05
2639,Yific_gRalg0,No,No,True,87.19749164581299,4.264427620983174,96,popular,0.05
22789,Y1wW0YJQ-Xa0,Yes,No,False,84.54147847493489,5.914537039153078,96,random,0.05
20852,YSCow4mpBsGY,Yes,Yes,True,87.23660063743591,4.322867941672722,64,popular,0.05
9006,Yh0M4RS8p_mo,Yes,Yes,True,84.29467169443767,8.892866870726623,96,random,0.05
21677,Y5ORpSk5CIWc,No,No,True,87.24127888679504,4.317996610028087,96,random,0.05
12034,YFL8KTgMGrN4,Yes,Yes,True,85.39204621315002,4.520992643263802,64,random,0.05
9215,YE3Q1jfTeuWs,No,No,True,87.99124360084534,4.103682743708774,96,random,0.05
26317,Ym8wV38lf2jg,No,Yes,False,86.88067090511322,3.972290202954487,64,adversarial,0.05
19226,YfBYDJWChe5c,No,No,True,86.1616423924764,3.873144331029586,96,adversarial,0.05
18862,YwSHzVxdMiTo,No,Yes,False,85.16800324122111,5.874440570007775,96,adversarial,0.05
11001,YR4fXcbWFhJg,No,Yes,False,89.15898990631104,2.8712558767550957,64,adversarial,0.05
6336,Yjid4t-FzUn0,No,Yes,False,86.35129427909851,4.03286214022365,96,random,0.05
